x/c,Cp_upper,Cp_lower
0.0,1.0032183519002278,0.9927479377525379
0.010101010101010102,-0.3335721467604459,-0.006968275152986753
0.020202020202020204,-0.4632862888256882,0.013986250638233218
0.030303030303030304,-0.6566592554499056,-0.0038421273795225088
0.04040404040404041,-0.842055925588454,0.0018243159666349526
0.05050505050505051,-1.0455110795930507,-0.006495018553208989
0.06060606060606061,-1.2201401065917676,-0.03625023140665773
0.07070707070707072,-1.313974864051399,-0.053665277334860526
0.08080808080808081,-1.3324920257081858,-0.0662880033027998
0.09090909090909091,-1.2553955154488132,-0.09059479003090073
0.10101010101010102,-1.125668031385072,-0.09779049117843328
0.11111111111111112,-0.9282832319323067,-0.11509457974316664
0.12121212121212122,-0.708194693017368,-0.12187210435391038
0.13131313131313133,-0.5071908112905371,-0.12044935167919814
0.14141414141414144,-0.2993734386597267,-0.1266950416588955
0.15151515151515152,-0.1294472811538625,-0.12516591519410886
0.16161616161616163,0.0026346515088753455,-0.13473985321805548
0.17171717171717174,0.0896683902220754,-0.09970560161983613
0.18181818181818182,0.17642516965049357,-0.06859151156955863
0.19191919191919193,0.2092827767647618,-0.08131330950044399
0.20202020202020204,0.25147557942602655,-0.023370449457479694
0.21212121212121213,0.292491158379694,0.0002130930495253744
0.22222222222222224,0.27971239339324105,0.025915527173141318
0.23232323232323235,0.2968609509937411,0.07010771306929832
0.24242424242424243,0.3123163885219484,0.10718246284233747
0.25252525252525254,0.3134947284114449,0.12760050729794967
0.26262626262626265,0.32061108472608146,0.14390269035403527
0.27272727272727276,0.32082321776057665,0.16209273600465451
0.2828282828282829,0.3287532736831727,0.19077607365066387
0.29292929292929293,0.32800359895247944,0.21387355746591805
0.30303030303030304,0.3525221870899441,0.2185538271427094
0.31313131313131315,0.33304117387065474,0.2318629502454707
0.32323232323232326,0.3665037903874701,0.2673913010381215
0.33333333333333337,0.3490398171777383,0.2624936508830146
0.3434343434343435,0.378937767804871,0.27084331314990046
0.3535353535353536,0.37196294426219334,0.2567424573315858
0.36363636363636365,0.3693296370600774,0.2687892693125065
0.37373737373737376,0.3935493119229843,0.28049783393049976
0.38383838383838387,0.4031156119897986,0.27692765561975496
0.393939393939394,0.3954849991081405,0.3024742337560836
0.4040404040404041,0.41307843839927344,0.30547080145889866
0.4141414141414142,0.3889990413546823,0.2942811482220792
0.42424242424242425,0.4045946506489475,0.31706867522180093
0.43434343434343436,0.43665064343793814,0.3069268472106456
0.4444444444444445,0.4273929368876503,0.33177471840189704
0.4545454545454546,0.4168895197506469,0.31626385207912056
0.4646464646464647,0.4343856752782849,0.32371906401565204
0.4747474747474748,0.43798529729714475,0.3342737710627336
0.48484848484848486,0.4513884649679263,0.33722611290810744
0.494949494949495,0.4551546229534066,0.33498935516844974
0.5050505050505051,0.466452151898368,0.3336425442904532
0.5151515151515152,0.4697568395574736,0.3427239523736979
0.5252525252525253,0.48982677004668057,0.33589277933939976
0.5353535353535354,0.48624314144769465,0.34742374615441984
0.5454545454545455,0.49233418281108743,0.3410905241698324
0.5555555555555556,0.5051614630351994,0.33945087785498856
0.5656565656565657,0.4953682748904743,0.3578096345003773
0.5757575757575758,0.4923778898563481,0.3711887409325996
0.5858585858585859,0.5228026434695954,0.3721578925862874
0.595959595959596,0.517824109951057,0.3677343381835421
0.6060606060606061,0.5235892973086854,0.3859815555779905
0.6161616161616162,0.5215907476234635,0.3710475212159266
0.6262626262626263,0.5274827184888085,0.3638306281308198
0.6363636363636365,0.5478454461710804,0.36526916735375026
0.6464646464646465,0.554952190175097,0.3768090379987209
0.6565656565656566,0.558672438069088,0.3963045201367772
0.6666666666666667,0.564494231277757,0.38818687756925263
0.6767676767676768,0.5679878126383427,0.4004279994901042
0.686868686868687,0.5693487646573376,0.4133673013597487
0.696969696969697,0.572019482892928,0.39483503797100555
0.7070707070707072,0.5916205653285491,0.4108850546344366
0.7171717171717172,0.5815290316265546,0.4147728426616173
0.7272727272727273,0.5947203543674792,0.40696251498846364
0.7373737373737375,0.588740685771362,0.4280529354497524
0.7474747474747475,0.5959545159006195,0.4182723060045844
0.7575757575757577,0.6059595764584937,0.4208428638216673
0.7676767676767677,0.6060627517155426,0.44412924420716504
0.7777777777777778,0.6278695212084419,0.4347267531919903
0.787878787878788,0.6122078239021086,0.44124034902480064
0.797979797979798,0.6324863498580716,0.44795598320127394
0.8080808080808082,0.6386341597972952,0.4351775487928029
0.8181818181818182,0.6250256475972735,0.4536303640879277
0.8282828282828284,0.6445578980728562,0.4428533097308763
0.8383838383838385,0.6573699300768051,0.4457346071415715
0.8484848484848485,0.6649556844154,0.45112543424749035
0.8585858585858587,0.6644918285411101,0.45152169994073915
0.8686868686868687,0.6791816497547822,0.4662594292203612
0.8787878787878789,0.6772091777499699,0.4649912197443852
0.888888888888889,0.684340472588507,0.46208271020477737
0.8989898989898991,0.6926344316322738,0.4745553416105805
0.9090909090909092,0.7053144919834574,0.4700926671082371
0.9191919191919192,0.6952268701513259,0.4727926173091564
0.9292929292929294,0.7030686279248691,0.4789181269318233
0.9393939393939394,0.7072142026052893,0.4853364244627716
0.9494949494949496,0.7165613104628987,0.48783640198241807
0.9595959595959597,0.74013981707699,0.4848894782650791
0.9696969696969697,0.7376132418500182,0.497639357763077
0.9797979797979799,0.7265981864056901,0.4921396258877929
0.98989898989899,0.7379425376702786,0.4917246936115021
1.0,0.753727672242764,0.4882558268098612
